Aportes,,,,,,,,Valor mensal aportado,,,,,,Auxiliar Aportes x Carteira atual,,,,,,,,,Consolidado,,,,,,Aportes em Dolar,,,,,,,,,Desdobramentos,,,,Conversoes,,,,,Bonificação,,,
Data,Mês/ano,Titulo,Moeda,Investido,Qtde,I/Q,,Mês/ano,Aporte ,Aporte US$,Aporte consolidado,Acumulado,,Ação,Aportado,Percentual,Carteira Atual,Diferença,Quantidade,"0,00000000",Status,,Soma Reais,Soma Dolar,Meses,Média mensal,Diferença,,Reais,Cotação,Taxa cambio,IOF,Outras Taxas (Dolar),Dolar,Data,,,Ação,Fator,Data,,Ação,Fator,Data,,,Ação,Fator,Data,Quantidade
13/11/2020,11/2020,VNQ,Dolar,"R$ 40,73","0,48024997","R$ 84,81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/2020,11/2020,ESPO,Dolar,"R$ 40,73","0,66045078","R$ 61,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/11/2020,11/2020,SAPR11,Real,"R$ 149,58","6,00000000","R$ 24,93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2020,11/2020,MDIA3,Real,"R$ 199,08","6,00000000","R$ 33,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2020,11/2020,NOBL,Dolar,"R$ 24,00","0,3060444","R$ 78,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2020,11/2020,IVV,Dolar,"R$ 26,00","0,07257096","R$ 358,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2020,11/2020,VNQ,Dolar,"R$ 26,00","0,30711079","R$ 84,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2020,11/2020,NOBL,Dolar,"R$ 13,25","0,1689620","R$ 78,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2020,11/2020,IVV,Dolar,"R$ 13,25","0,03699670","R$ 358,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2020,11/2020,VNQ,Dolar,"R$ 13,28","0,15699255","R$ 84,59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2020,11/2020,ESPO,Dolar,"R$ 13,25","0,20768025","R$ 63,80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2020,12/2020,B3SA3,Real,"-R$ 113,08","-6,00000000","R$ 18,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2020,12/2020,LWSA3,Real,"-R$ 145,86","-2,00000000","R$ 72,93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2020,12/2020,MGLU3,Real,"-R$ 49,04","-4,00000000","R$ 12,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2020,12/2020,ABEV3,Real,"R$ 43,68","3,00000000","R$ 14,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2020,12/2020,BBAS3,Real,"R$ 174,85","5,00000000","R$ 34,97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2020,12/2020,BBDC4,Real,"R$ 154,20","6,00000000","R$ 25,70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2020,12/2020,CYRE3,Real,"R$ 28,98","1,00000000","R$ 28,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2020,12/2020,GGBR4,Real,"R$ 47,54","2,00000000","R$ 23,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2020,12/2020,LIGT3,Real,"R$ 47,44","2,00000000","R$ 23,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2020,12/2020,VIIA3,Real,"R$ 157,32","9,00000000","R$ 17,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2020,12/2020,WEGE3,Real,"R$ 74,02","2,00000000","R$ 37,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/2020,12/2020,SAPR11,Real,"R$ 131,10","5,00000000","R$ 26,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/2020,12/2020,B3SA3,Real,"R$ 241,20","12,00000000","R$ 20,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/2020,12/2020,ABEV3,Real,"R$ 32,00","2,00000000","R$ 16,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/2020,12/2020,WIZC3,Real,"R$ 236,25","27,00000000","R$ 8,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/2020,12/2020,NOBL,Dolar,"R$ 63,07","0,7864090","R$ 80,20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/2020,12/2020,IVV,Dolar,"R$ 49,07","0,13202216","R$ 371,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/2020,12/2020,VNQ,Dolar,"R$ 63,14","0,72935196","R$ 86,57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/2020,12/2020,NOBL,Dolar,"R$ 70,20","0,8753117","R$ 80,20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/2020,12/2020,IVV,Dolar,"R$ 70,20","0,18885182","R$ 371,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/2020,12/2020,VNQ,Dolar,"R$ 70,20","0,81052996","R$ 86,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/2020,12/2020,ESPO,Dolar,"R$ 70,19","1,00199857","R$ 70,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2021,1/2021,VNQ,Dolar,"R$ 18,33","0,21834425","R$ 83,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2021,1/2021,LIGT3,Real,"-R$ 148,29","-7,00000000","R$ 21,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2021,1/2021,WEGE3,Real,"-R$ 150,90","-4,0000000","R$ 37,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2021,1/2021,ABEV3,Real,"R$ 15,49","1,00000000","R$ 15,49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2021,1/2021,B3SA3,Real,"R$ 182,19","9,00000000","R$ 20,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2021,1/2021,BBDC4,Real,"R$ 52,82","2,00000000","R$ 26,41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2021,1/2021,CSAN3,Real,"R$ 233,79","3,00000000","R$ 77,93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2021,1/2021,CYRE3,Real,"R$ 28,39","1,00000000","R$ 28,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2021,1/2021,GGBR4,Real,"R$ 25,77","1,00000000","R$ 25,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2021,1/2021,PETR4,Real,"R$ 28,76","1,00000000","R$ 28,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2021,1/2021,VIIA3,Real,"R$ 48,72","3,00000000","R$ 16,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/01/2021,1/2021,EZTC3,Real,"R$ 314,16","8,00000000","R$ 39,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/01/2021,1/2021,FLRY3,Real,"R$ 303,82","11,00000000","R$ 27,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/01/2021,1/2021,GRND3,Real,"R$ 293,40","36,00000000","R$ 8,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/01/2021,1/2021,SUZB3,Real,"R$ 249,00","4,00000000","R$ 62,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/01/2021,1/2021,SAPR11,Real,"R$ 257,73","11,00000000","R$ 23,43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/01/2021,1/2021,VNQ,Dolar,"R$ 48,74","0,57842904","R$ 84,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/01/2021,1/2021,NOBL,Dolar,"R$ 30,89","0,3814993","R$ 80,97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/01/2021,1/2021,IVV,Dolar,"R$ 23,71","0,06266849","R$ 378,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/01/2021,1/2021,NOBL,Dolar,"R$ 14,41","0,1780331","R$ 80,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/01/2021,1/2021,IVV,Dolar,"R$ 14,41","0,03809851","R$ 378,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/01/2021,1/2021,VNQ,Dolar,"R$ 14,41","0,17097769","R$ 84,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/01/2021,1/2021,ESPO,Dolar,"R$ 14,43","0,19767123","R$ 73,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2021,1/2021,MDIA3,Real,"R$ 216,58","7,00000000","R$ 30,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2021,1/2021,WIZC3,Real,"R$ 69,82","9,00000000","R$ 7,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2021,1/2021,CPLE6,Real,"R$ 66,02","10,00000000","R$ 6,60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2021,1/2021,ABEV3,Real,"R$ 30,72","2,00000000","R$ 15,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2021,1/2021,ITSA4,Real,"R$ 43,08","4,00000000","R$ 10,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2021,1/2021,SAPR11,Real,"R$ 43,96","2,00000000","R$ 21,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2021,1/2021,GRND3,Real,"R$ 31,04","4,00000000","R$ 7,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2021,1/2021,DIVO11,Real,"R$ 329,20","5,00000000","R$ 65,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2021,1/2021,BOVA11,Real,"R$ 445,72","4,00000000","R$ 111,43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2021,1/2021,SMAL11,Real,"R$ 523,39","4,00000000","R$ 130,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2021,1/2021,NOBL,Dolar,"R$ 42,10","0,5363741","R$ 78,49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2021,1/2021,IVV,Dolar,"R$ 25,69","0,06899607","R$ 372,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2021,1/2021,ESPO,Dolar,"R$ 14,53","0,20005507","R$ 72,63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2021,1/2021,VNQ,Dolar,"R$ 29,19","0,34442477","R$ 84,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2021,2/2021,BBAS3,Real,"-R$ 174,85","-5,00000000","R$ 34,97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2021,2/2021,GGBR4,Real,"-R$ 172,91","-8,00000000","R$ 21,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2021,2/2021,VIIA3,Real,"-R$ 28,84","-2,00000000","R$ 14,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2021,2/2021,BPAC3,Real,"R$ 187,60","4,00000000","R$ 46,90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2021,2/2021,CSNA3,Real,"R$ 157,00","5,00000000","R$ 31,40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2021,2/2021,VALE3,Real,"R$ 89,51","1,00000000","R$ 89,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2021,2/2021,PETR4,Real,"R$ 54,40","2,00000000","R$ 27,20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2021,2/2021,CYRE3,Real,"R$ 26,30","1,00000000","R$ 26,30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2021,2/2021,Selic 2027,Real,"R$ 317,24","1,00000000","R$ 317,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2021,2/2021,ABEV3,Real,"R$ 133,74","9,00000000","R$ 14,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2021,2/2021,EZTC3,Real,"R$ 106,23","3,00000000","R$ 35,41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2021,2/2021,MDIA3,Real,"R$ 93,30","3,00000000","R$ 31,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2021,2/2021,WIZC3,Real,"R$ 54,25","7,00000000","R$ 7,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2021,2/2021,GRND3,Real,"R$ 38,80","5,00000000","R$ 7,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2021,2/2021,FLRY3,Real,"R$ 28,22","1,00000000","R$ 28,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2021,2/2021,ITSA4,Real,"R$ 10,52","1,00000000","R$ 10,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2021,2/2021,DIVO11,Real,"R$ 663,90","10,00000000","R$ 66,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2021,2/2021,NOBL,Dolar,"R$ 87,37","1,0725509","R$ 81,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2021,3/2021,ABEV3,Real,"-R$ 183,56","-13,00000000","R$ 14,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2021,3/2021,CYRE3,Real,"-R$ 187,31","-8,00000000","R$ 23,41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2021,3/2021,PETR4,Real,"-R$ 192,12","-9,00000000","R$ 21,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2021,3/2021,VIIA3,Real,"-R$ 24,96","-2,00000000","R$ 12,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2021,3/2021,B3SA3,Real,"R$ 55,38","3,00000000","R$ 18,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2021,3/2021,BBDC4,Real,"R$ 22,99","1,00000000","R$ 22,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2021,3/2021,BPAC3,Real,"R$ 45,95","1,00000000","R$ 45,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2021,3/2021,CSNA3,Real,"R$ 34,09","1,00000000","R$ 34,09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2021,3/2021,JBSS3,Real,"R$ 271,30","10,00000000","R$ 27,13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2021,3/2021,KLBN11,Real,"R$ 218,68","7,00000000","R$ 31,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2021,3/2021,PRIO3,Real,"R$ 173,26","10,00000000","R$ 17,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2021,3/2021,Selic 2027,Real,"R$ 740,85","1,00000000","R$ 740,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2021,3/2021,ABEV3,Real,"R$ 165,88","11,00000000","R$ 15,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2021,3/2021,FLRY3,Real,"R$ 124,00","5,00000000","R$ 24,80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2021,3/2021,EZTC3,Real,"R$ 95,07","3,00000000","R$ 31,69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2021,3/2021,WIZC3,Real,"R$ 66,70","10,00000000","R$ 6,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2021,3/2021,ITSA4,Real,"R$ 10,18","1,00000000","R$ 10,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2021,3/2021,CPLE6,Real,"R$ 6,52","1,00000000","R$ 6,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2021,3/2021,DIVO11,Real,"R$ 450,03","7,00000000","R$ 64,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2021,3/2021,ABEV3,Real,"R$ 121,52","8,00000000","R$ 15,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2021,3/2021,SAPR11,Real,"R$ 128,10","6,00000000","R$ 21,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2021,3/2021,ITSA4,Real,"R$ 123,29","12,00000000","R$ 10,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2021,3/2021,GOOGL,Dolar,"R$ 5,00","0,04872320","R$ 102,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2021,4/2021,ESPO,Dolar,"R$ 10,88","0,15587392","R$ 69,80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2021,4/2021,B3SA3,Real,"-R$ 217,24","-12,00000000","R$ 18,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2021,4/2021,BPAC3,Real,"-R$ 233,55","-5,00000000","R$ 46,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2021,4/2021,KLBN11,Real,"-R$ 218,68","-7,00000000","R$ 31,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2021,4/2021,BBDC4,Real,"-R$ 52,32","-2,00000000","R$ 26,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2021,4/2021,JBSS3,Real,"-R$ 60,34","-2,00000000","R$ 30,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2021,4/2021,BPAC11,Real,"R$ 192,20","8,00000000","R$ 24,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2021,4/2021,CCRO3,Real,"R$ 232,20","18,00000000","R$ 12,90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2021,4/2021,CYRE3,Real,"R$ 221,40","9,00000000","R$ 24,60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2021,4/2021,CSNA3,Real,"R$ 73,60","2,00000000","R$ 36,80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2021,4/2021,PRIO3,Real,"R$ 91,83","5,00000000","R$ 18,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2021,4/2021,VIIA3,Real,"R$ 74,40","6,00000000","R$ 12,40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2021,4/2021,Selic 2027,Real,"R$ 530,58","1,00000000","R$ 530,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2021,4/2021,IPCA+ Juros 2030,Real,"R$ 1.023,84","1,00000000","R$ 1.023,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/04/2021,4/2021,SAPR11,Real,"R$ 442,47","21,00000000","R$ 21,07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/04/2021,4/2021,ABEV3,Real,"R$ 234,60","15,00000000","R$ 15,6400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/04/2021,4/2021,ITSA4,Real,"R$ 345,78","34,00000000","R$ 10,1700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/04/2021,4/2021,ITSA4,Real,"R$ 20,36","2,00000000","R$ 10,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/04/2021,4/2021,B3SA3,Real,"R$ 442,64","24,00000000","R$ 18,4433",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/04/2021,4/2021,CPLE6,Real,"-R$ 945,24","-170,00000000","R$ 5,5602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/04/2021,4/2021,CPLE11,Real,"R$ 945,24","34,00000000","R$ 27,8012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2021,5/2021,Selic 2027,Real,"R$ 424,85","1,00000000","R$ 424,8500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2021,5/2021,Prefixado 2026,Real,"R$ 267,08","1,00000000","R$ 267,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2021,5/2021,CSNA3,Real,"-R$ 142,11","-3,00000000","R$ 47,3700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2021,5/2021,CSAN3,Real,"-R$ 233,79","-3,00000000","R$ 77,9300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2021,5/2021,JBSS3,Real,"-R$ 210,96","-8,00000000","R$ 26,3700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2021,5/2021,IGTA3,Real,"R$ 233,40","6,00000000","R$ 38,9000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2021,5/2021,RENT3,Real,"R$ 254,60","4,00000000","R$ 63,6500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2021,5/2021,BBDC4,Real,"R$ 73,17","3,00000000","R$ 24,3900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2021,5/2021,CCRO3,Real,"R$ 25,78","2,00000000","R$ 12,8900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2021,5/2021,CYRE3,Real,"R$ 23,86","1,00000000","R$ 23,8600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2021,5/2021,VALE3,Real,"R$ 108,63","1,00000000","R$ 108,6300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2021,5/2021,VIIA3,Real,"R$ 83,44","7,00000000","R$ 11,9200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2021,5/2021,ESPO,Dolar,"R$ 149,96","2,17364835","R$ 68,9900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2021,5/2021,IVV,Dolar,"R$ 50,00","0,12023566","R$ 415,8500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/05/2021,5/2021,VNQ,Dolar,"R$ 100,00","1,02923013","R$ 97,1600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/05/2021,5/2021,IVV,Dolar,"R$ 100,00","0,23963001","R$ 417,3100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/05/2021,5/2021,ESPO,Dolar,"R$ 170,68","2,54101533","R$ 67,1700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2021,6/2021,BBDC4,Real,"-R$ 250,86","-10,00000000","R$ 25,0860",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2021,6/2021,RENT3,Real,"-R$ 254,60","-4,00000000","R$ 63,6500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2021,6/2021,ITUB4,Real,"R$ 302,80","10,00000000","R$ 30,2800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2021,6/2021,LREN3,Real,"R$ 291,72","6,00000000","R$ 48,6200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
